"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.565506629E1,1.880701900E0,-3.213695288E-1,-1.401488483E-1
4.566504429E1,1.916270375E0,-7.508488744E-2,-1.489319354E-1
4.567502229E1,1.897941709E0,-9.342448413E-2,-1.222957820E-1
4.568500029E1,1.854964375E0,-2.440342307E-1,-8.086898178E-2
4.569497829E1,1.814784408E0,-2.600520551E-1,-4.830971360E-2
4.570495629E1,1.757359982E0,-2.293825746E-1,-3.146279231E-2
4.571493429E1,1.693481922E0,-2.315844744E-1,-2.658734471E-2
4.572491183E1,1.673923969E0,-2.422624379E-1,1.092402544E-2
4.573488983E1,1.721341014E0,-1.661588699E-1,6.647755951E-2
4.574486783E1,1.802037120E0,-8.573897928E-2,1.260284930E-1
4.575484583E1,1.874711037E0,-1.246882454E-1,1.457587779E-1
4.576482383E1,1.896655083E0,-2.817904949E-1,1.305192709E-1
4.577480183E1,1.893175364E0,-4.260278344E-1,1.056370810E-1
4.578477983E1,1.896667838E0,-4.338620603E-1,9.339203686E-2
4.579475783E1,1.902573943E0,-3.605034351E-1,7.956969738E-2
4.580473583E1,1.917349577E0,-2.179085314E-1,4.602222890E-2
4.581471383E1,1.937289000E0,-3.368464112E-2,2.757717483E-2
4.582469183E1,1.968728185E0,2.711517364E-2,1.288695727E-2
4.583466983E1,2.004700899E0,-1.132022515E-1,-1.758866198E-2
4.584464783E1,2.062070131E0,-3.552189469E-1,-6.217163056E-2
4.585462583E1,2.117776871E0,-4.710515440E-1,-9.477777779E-2
4.586460383E1,2.178001642E0,-3.847790062E-1,-1.038689464E-1
4.587458183E1,2.216820240E0,-5.842081737E-3,-7.275630534E-2
4.588455983E1,2.139463186E0,-8.507842571E-2,-1.219337061E-2
4.589453783E1,2.016371012E0,-1.618488431E-1,4.379559681E-2
4.590451583E1,1.905076742E0,-1.571264118E-1,9.234021604E-2
4.591449383E1,1.848540783E0,-1.747477502E-1,1.190373451E-1
4.592447183E1,1.864489555E0,-2.061211467E-1,1.004387736E-1
4.593444983E1,1.927706122E0,-2.075107843E-1,4.201141745E-2
4.594442783E1,1.952253103E0,-8.198717982E-2,-2.719946764E-2
4.595440583E1,1.928882241E0,-3.030747548E-2,-5.716349185E-2
4.596438383E1,1.879174471E0,-2.759650722E-2,-4.060778394E-2
4.597436183E1,1.850618720E0,-2.958535589E-2,-2.371881716E-2
4.598433983E1,1.891591668E0,-3.051159158E-2,-3.916189820E-2
4.599431783E1,1.974724412E0,-9.271017276E-3,-9.187464416E-2
4.600429583E1,2.052461863E0,2.460544929E-2,-1.351574212E-1
4.601427383E1,2.096986294E0,6.977190264E-3,-1.067891791E-1
4.602425183E1,2.110172987E0,-8.127076179E-2,-4.790113494E-2
4.603422983E1,2.070756912E0,-7.442643493E-2,1.178935729E-2
4.604420783E1,1.976561427E0,-4.858418554E-2,3.356711939E-2
4.605418583E1,1.896873236E0,3.211572021E-2,3.884390742E-2
4.606416383E1,1.812559366E0,1.375444829E-1,3.678885475E-2
4.607414083E1,1.727549076E0,2.114048600E-1,2.942042053E-2
4.608411883E1,1.637125969E0,1.829094589E-1,-1.084771287E-2
4.609409683E1,1.553779125E0,1.029546931E-1,-8.186037093E-2
4.610407483E1,1.480697632E0,9.910186380E-2,-9.519232810E-2
4.611405283E1,1.423304200E0,1.549558043E-1,-6.301148981E-2
4.612403083E1,1.375363350E0,1.478391439E-1,-3.337247996E-3
4.613400883E1,1.325626612E0,-9.309727699E-3,3.549190611E-2
4.614398683E1,1.268273115E0,-2.279965878E-1,3.036212549E-2
4.615396483E1,1.231250644E0,-3.798122108E-1,-7.330392953E-3
4.616394283E1,1.231456041E0,-4.078497589E-1,-7.320743054E-2
4.617392083E1,1.253664494E0,-3.061234057E-1,-1.587601453E-1
4.618389883E1,1.297361732E0,1.238517910E-1,-2.772068977E-1
4.619387683E1,1.264950752E0,3.922265396E-2,-4.190905094E-1
4.620385483E1,1.229684591E0,1.919915825E-1,-4.867491722E-1
4.621383283E1,1.191109776E0,4.612845778E-1,-4.368093312E-1
4.622381083E1,1.163718581E0,6.440024376E-1,-3.411522508E-1
4.623378883E1,1.126215696E0,5.579764843E-1,-2.503847778E-1
4.624376683E1,1.056788921E0,2.894556522E-1,-1.878734082E-1
4.625374483E1,1.007124901E0,7.843181491E-2,-1.583091319E-1
4.626372283E1,9.843112826E-1,2.517578565E-2,-1.707815081E-1
4.627370083E1,9.779359698E-1,9.853228927E-2,-2.140573412E-1
4.628367883E1,9.555055499E-1,2.812874913E-1,-2.587404847E-1
4.629365683E1,9.209244251E-1,4.484242797E-1,-2.822210491E-1
4.630363483E1,8.932461739E-1,4.921696186E-1,-2.681254745E-1
4.631361283E1,8.057408333E-1,1.153664291E-1,-1.850982606E-1
4.632359083E1,7.683787346E-1,-8.337021619E-2,-8.532135189E-2
4.633356883E1,7.617467046E-1,-2.141576633E-2,-2.526601311E-3
4.634354683E1,6.984171867E-1,-5.301267281E-2,-1.056848466E-2
4.635352483E1,6.371524930E-1,-1.232383214E-2,-6.682909280E-2
4.636350283E1,5.713562369E-1,4.225144908E-2,-1.303240508E-1
4.637348083E1,5.060176849E-1,4.703821614E-2,-1.464260519E-1
4.638345883E1,4.556826651E-1,3.208387271E-2,-1.201515868E-1
4.639343683E1,4.447479844E-1,5.398065224E-2,-5.125294626E-2
4.640341483E1,4.537659287E-1,3.952649981E-2,9.737554938E-4
4.641339283E1,4.951317608E-1,1.225601286E-1,3.378123790E-2
4.642337083E1,5.297502279E-1,4.579931200E-1,-5.044115707E-3
4.643334883E1,3.600403368E-1,1.052414551E-1,-3.851152584E-2
4.644332683E1,2.057747841E-1,-2.268485427E-1,1.802899642E-3
4.645330483E1,2.171568722E-1,-9.448491782E-2,4.322011396E-2
4.646328283E1,2.276532352E-1,5.942281708E-2,5.380807561E-4
4.647326083E1,1.378027052E-1,3.981399350E-3,-7.313641161E-2
4.648323883E1,3.133226559E-2,4.780276492E-2,-1.006859615E-1
4.649321683E1,-1.194117032E-2,8.973076940E-2,-8.763753623E-2
4.650319483E1,-2.682930790E-5,4.209904000E-2,-7.452510297E-2
4.651317283E1,4.409163073E-2,8.820444345E-3,-5.266321823E-2
4.652315083E1,7.757232338E-2,3.986082971E-3,-3.253413737E-2
4.653312883E1,1.015618071E-1,-3.844941501E-3,-4.194814339E-2
4.654310683E1,1.406180561E-1,3.295264021E-2,-5.584696308E-2
4.655308483E1,1.691977680E-1,1.769405603E-2,-4.845908657E-2
4.656306283E1,1.723690778E-1,-2.007204667E-2,2.052418655E-3
4.657303983E1,1.895059943E-1,-2.685485035E-2,7.638284564E-2
4.658301783E1,6.117767468E-2,1.464448869E-1,2.295564301E-2
4.659299583E1,-7.760115899E-3,-2.311032452E-2,-1.512739691E-4
4.660297383E1,5.333869718E-3,6.581703201E-3,3.689433506E-4
4.661295183E1,-7.024509832E-4,7.677571848E-4,8.251428371E-4
4.662292983E1,-2.621130552E-4,1.625868492E-3,4.391316790E-3
4.663290783E1,-1.263195183E-3,-4.254391417E-3,1.601015776E-2
4.664288583E1,7.190039614E-4,-1.804809086E-3,1.185165718E-2
4.665286383E1,2.133675152E-3,-4.668375477E-4,1.915136934E-3
4.666284183E1,8.905031136E-4,-1.190691255E-3,4.457097035E-3
4.667281983E1,-1.316458452E-3,-4.161180928E-3,2.124113776E-2
4.668279783E1,5.758047337E-4,-1.846933737E-4,4.526132345E-2
4.669277583E1,3.202746622E-3,7.115830667E-3,5.935344100E-2
4.670275383E1,3.725353163E-3,7.557136007E-3,4.961331934E-2
4.671273183E1,2.439845353E-3,3.227636218E-3,3.793216124E-2
4.672270992E1,-6.212167209E-4,-3.436302766E-3,2.770765126E-2
4.673268792E1,-2.944292035E-3,-4.561488517E-3,1.336865779E-2
4.674266592E1,-2.546010306E-3,-3.344642930E-3,1.885898528E-3
4.675264392E1,-1.927624224E-3,-3.662624396E-3,-9.162795031E-4
4.676262192E1,-2.003318630E-3,-4.657246638E-3,-7.175538340E-4
4.677259992E1,-5.102438852E-3,-1.542067900E-2,-1.158839674E-3
4.678257792E1,-7.190505508E-3,-1.632131822E-2,-1.816438395E-3
4.679255592E1,3.953491803E-3,1.135531720E-2,3.232802555E-5
4.680253392E1,1.449126657E-2,3.268072382E-2,-1.387209864E-3
4.681251192E1,1.471871161E-3,4.166523926E-3,-3.431370715E-6
4.682248992E1,2.993452828E-3,9.309127927E-3,1.223954954E-3
4.683246792E1,2.192640211E-3,1.098106056E-2,1.740958355E-2
4.684244592E1,-5.050430773E-4,1.897675917E-3,7.410146296E-2
4.685242392E1,9.202806978E-4,2.636703663E-3,7.077889889E-2
4.686240192E1,1.518320176E-3,1.404593699E-3,4.672643170E-2
4.687237992E1,6.565211806E-4,4.419292323E-3,2.614073083E-2
4.688235792E1,-1.796132885E-3,1.354300417E-3,1.924787089E-2
4.689233592E1,-9.242140222E-4,-9.213704616E-4,5.233252421E-3
4.690231392E1,-1.106050448E-3,-8.372785524E-4,-8.550554048E-4
4.691229192E1,-1.605393016E-3,-2.269792836E-3,-2.691599948E-4
4.692226992E1,-9.828251787E-4,-2.326900139E-3,-1.190926065E-3
4.693224792E1,-4.467307590E-4,-8.999779820E-4,-3.869177308E-4
4.694222592E1,-1.209471375E-4,4.848930985E-5,-3.724906419E-4
4.695220392E1,9.344636346E-4,4.844043404E-3,3.271217865E-4
4.696218192E1,6.586683448E-4,4.100790247E-3,7.289007772E-4
4.697215992E1,-6.899564760E-4,3.402243368E-3,8.639230509E-4
4.698213792E1,-3.692760365E-4,3.825160675E-3,8.967664326E-4
4.699211592E1,9.505865746E-4,2.666152082E-3,3.283693513E-5
4.700209392E1,-3.258327488E-4,4.925830290E-4,-3.443347523E-4
4.701207192E1,2.925532172E-4,1.812595874E-4,-1.376734435E-4
4.702204992E1,-1.029064064E-3,2.203695476E-5,-1.990176970E-4
4.703202792E1,-1.781842439E-4,3.492934629E-3,-4.285821924E-4
4.704200592E1,-1.479631872E-3,-5.775159225E-4,-9.943479672E-4
4.705198392E1,5.907095037E-4,-8.097430691E-4,1.925122342E-5
4.706196192E1,-2.585493959E-3,-3.331265412E-3,-1.460869098E-3
4.707193992E1,-1.073883614E-3,-3.932074644E-3,-5.886838771E-4
4.708191792E1,-1.456492930E-3,-4.624374676E-3,1.394378836E-3
4.709189492E1,-1.442378038E-3,-1.387301832E-3,5.067471648E-4
4.710187292E1,-1.522594015E-3,-4.812330939E-3,6.290430902E-4
4.711185092E1,-2.852310427E-3,-7.423560601E-3,-2.013304911E-4
4.712182892E1,-3.015428316E-3,-5.575539079E-3,9.163872455E-4
4.713180692E1,-3.369096201E-3,-5.573408678E-3,-1.459152321E-3
4.714178492E1,-1.831959118E-3,-6.730742753E-3,-2.539617708E-4
4.715176292E1,-5.889551714E-3,-1.105651539E-2,9.037143318E-4
4.716174092E1,-8.732523769E-3,-1.815377176E-2,-7.345794002E-4
4.717171892E1,-1.258628559E-3,-4.089617170E-3,7.597202784E-4
4.718169692E1,1.474001678E-3,1.422668807E-3,3.262679675E-4
4.719167492E1,-7.479545660E-3,-1.349769067E-2,-3.368591424E-4
4.720165292E1,-1.156046987E-2,-2.376415022E-2,-4.347384674E-6
4.721163092E1,-1.234849915E-2,-2.845291235E-2,2.001545625E-3
4.722160892E1,-1.992422342E-2,-4.092797637E-2,2.432044421E-4
4.723158692E1,-2.139366930E-3,-2.017862163E-3,4.541268281E-4
4.724156492E1,4.249250982E-3,7.525916211E-3,-1.439089538E-4
4.725154292E1,-1.991387643E-2,-4.273831844E-2,1.186787267E-4
4.726152092E1,-2.162722498E-2,-4.503525048E-2,8.728496032E-4
4.727149892E1,4.389195237E-3,7.821838371E-3,9.306531865E-7
4.728147692E1,2.157798596E-2,4.701245204E-2,6.862442242E-4
4.729145492E1,3.450390697E-2,7.183417678E-2,-4.756929120E-4
4.730143292E1,-1.150636282E-2,-2.022754028E-2,-1.595936832E-3
4.731141092E1,-2.689756826E-2,-5.537567288E-2,9.119618917E-4
4.732138892E1,5.896800198E-3,1.237077918E-2,7.840071339E-5
4.733136692E1,1.942699030E-2,4.232814535E-2,-1.296323026E-3
4.734134492E1,-4.037488252E-3,-8.321687579E-3,4.339459701E-5
4.735132292E1,-1.377613563E-2,-3.186509758E-2,-1.308958512E-3
4.736130092E1,3.286409425E-3,6.749836728E-3,2.516622772E-4
4.737127892E1,1.045883447E-2,2.469820902E-2,3.651129664E-4
4.738125692E1,-2.939291298E-3,-7.875898853E-3,1.354202977E-4
4.739123492E1,-9.333007969E-3,-1.901057549E-2,3.928017395E-5
4.740121292E1,2.397781936E-3,4.432197660E-3,2.206441015E-3
4.741119092E1,5.413013045E-3,1.435460337E-2,3.656640183E-4
4.742116892E1,-1.647606725E-3,-4.765226506E-3,2.496337402E-4
4.743114692E1,-4.210366867E-3,-9.995941073E-3,8.118270198E-4
4.744112492E1,2.686665393E-3,3.491724841E-3,-6.535461871E-4
4.745110292E1,2.788930899E-3,7.280604914E-3,8.737766766E-4
4.746108092E1,-3.031969536E-3,-3.937349655E-3,-2.531451173E-6
4.747105892E1,-3.584042657E-3,-6.141115446E-3,2.356752520E-5
4.748103692E1,1.094195759E-3,2.888813615E-3,1.921878080E-3
4.749101492E1,4.780543037E-3,3.172973171E-3,8.765873499E-4
4.750099292E1,-7.046608953E-4,-3.711968195E-3,3.153224534E-4
4.751097092E1,1.545774285E-5,-4.318370018E-3,-9.712506435E-4
4.752094892E1,8.804654353E-4,1.632731408E-3,5.592973903E-4
4.753092692E1,9.664855315E-4,2.691071481E-3,-2.055624791E-4
4.754090492E1,-3.329445608E-4,-1.896422356E-3,-1.149907184E-4
4.755088292E1,-7.081839722E-4,-1.884704456E-3,6.916808197E-4
4.756086092E1,2.411176451E-3,1.606167294E-3,-2.950204071E-4
4.757083892E1,5.959658884E-4,2.420963719E-4,-1.731795841E-3
4.758081692E1,-1.718234271E-4,-1.391487196E-3,7.896850584E-4
4.759079392E1,-1.195009798E-3,-1.692424528E-3,1.436566934E-3
4.760077192E1,-3.871248337E-4,7.248865440E-4,1.359932241E-3
4.761074992E1,5.484497175E-2,1.118559390E-1,-1.759127335E-4
4.762072792E1,1.000875141E-2,6.163137034E-3,1.337139285E-3
4.763070592E1,1.056615077E-2,1.287696511E-2,5.216414866E-5
4.764068392E1,-1.464229543E-2,-2.855561301E-2,-1.762109925E-3
4.765066192E1,5.806252826E-3,1.306559797E-2,1.450194977E-3
4.766063992E1,6.667667534E-3,1.218325179E-2,1.414306578E-3
4.767061792E1,5.715321284E-3,8.856165223E-3,7.711531944E-4
4.768059592E1,9.942178149E-4,9.478684515E-4,6.063679466E-4
4.769057392E1,-1.776268589E-3,-2.932889853E-3,-2.631541283E-4
4.770055192E1,-4.175632494E-4,-2.349583432E-3,1.427797135E-3
4.771052992E1,-2.521810820E-4,-3.983698785E-3,2.418914810E-4
4.772050792E1,-9.414671222E-4,-1.375769265E-3,-5.877026706E-5
4.773048704E1,1.446056878E-3,1.170478761E-3,1.599580166E-3
4.774046504E1,1.003914629E-3,3.121839836E-3,9.607432876E-4
4.775044304E1,2.591957571E-3,3.478704020E-3,5.018805969E-4
4.776042104E1,3.113077022E-3,5.933501758E-3,2.195942216E-4
4.777039904E1,2.783377888E-3,5.233623087E-3,4.960303195E-4
4.778037704E1,2.250300488E-3,3.498321399E-3,8.726966917E-4
4.779035504E1,5.996732507E-4,1.235432923E-3,1.471908065E-3
4.780033304E1,-4.933063174E-4,2.204387449E-3,-1.164784044E-4
4.781031104E1,-9.303307161E-5,4.834532738E-4,-1.164784044E-4
4.782028904E1,-7.739075227E-4,-7.437113672E-4,-2.463182318E-4
4.783026704E1,2.619758714E-3,9.837932885E-5,8.604915347E-4
4.784024504E1,1.370670972E-3,2.199858427E-4,-1.157645369E-3
4.785022304E1,-3.015168477E-5,1.384923235E-4,-8.228860097E-4
4.786020104E1,-1.721082954E-4,7.758773863E-4,-1.212159696E-4
4.787017904E1,1.120057423E-3,1.110636629E-3,4.825226206E-4
4.788015704E1,8.276134031E-4,-9.498670697E-4,-1.165790833E-3
4.789013504E1,9.708914440E-4,-2.515856177E-4,7.567451103E-4
4.790011304E1,1.485073008E-4,-2.175476402E-5,-5.844848783E-5
4.791009104E1,1.831284026E-4,1.049368642E-3,-8.432820323E-4
4.792006904E1,2.139839809E-3,1.669207588E-3,1.788526657E-3
4.793004704E1,9.629889973E-4,1.074523665E-3,8.963677101E-4
4.794002504E1,-7.810454117E-4,-1.898342744E-4,-1.051183441E-3
4.795000304E1,1.636572182E-3,9.547928348E-4,-1.134844788E-4
4.795998104E1,-1.814923831E-3,-1.037710346E-3,-6.449411740E-4
4.796995904E1,-5.661676405E-4,1.799887978E-3,-1.860784978E-4
4.797993704E1,1.826040680E-4,-2.947226167E-4,-7.798718289E-4
4.798991504E1,1.321638003E-3,1.283466816E-3,-1.473710727E-4
4.799989304E1,2.391774906E-3,3.226358443E-3,1.463621040E-3
4.800987104E1,2.690315247E-3,5.244235508E-3,5.709293764E-4
4.801984904E1,5.479662213E-3,6.009697914E-3,1.292196452E-3
4.802982704E1,7.826972753E-3,6.425682455E-3,7.281390135E-4
4.803980504E1,7.762660738E-3,8.142141625E-3,4.611551296E-3
4.804978304E1,1.069693174E-2,1.067720354E-2,5.287548527E-2
4.805976104E1,1.273400337E-2,1.428543683E-2,1.289759576E-1
4.806973804E1,1.713860594E-2,1.818989590E-2,1.427870989E-1
4.807971604E1,2.565100417E-2,2.307035029E-2,1.391287297E-1
4.808969404E1,8.093396574E-2,1.741432771E-2,1.451168507E-1
4.809967204E1,2.249646187E-1,1.807488315E-2,1.698236763E-1
4.810965004E1,3.794796169E-1,1.149208099E-2,1.732162833E-1
4.811962804E1,5.115020871E-1,1.036112290E-2,1.404204220E-1
4.812960604E1,6.335635185E-1,1.081545744E-2,9.340790659E-2
4.813958404E1,7.377105355E-1,5.548981950E-3,4.979586974E-2
4.814956204E1,8.475845456E-1,7.020911202E-3,3.820100054E-2
4.815954004E1,9.682536125E-1,1.056405064E-2,9.065870196E-2
4.816951804E1,1.072863221E0,1.650343090E-2,1.663316190E-1
4.817949604E1,1.148373723E0,1.998814382E-2,2.158609182E-1
4.818947404E1,1.206175327E0,2.041771263E-2,2.067971081E-1
4.819945204E1,1.228241324E0,1.048328914E-2,1.445796639E-1
4.820943004E1,1.216093063E0,3.945494071E-3,5.075090751E-2
4.821940804E1,1.189145088E0,-3.171434626E-3,-2.767815627E-2
4.822938604E1,1.183062911E0,-4.528847989E-3,-5.320828408E-2
4.823936404E1,1.237493038E0,-6.788614672E-3,-4.676967114E-2
4.824934204E1,1.317507148E0,-1.264597103E-2,-5.257296562E-2
4.825932004E1,1.400641441E0,-2.051150799E-2,-8.489626646E-2
4.826929804E1,1.481356859E0,-2.327986434E-2,-9.962993860E-2
4.827927604E1,1.551504731E0,-1.690736413E-2,-5.272857472E-2
4.828925404E1,1.601030469E0,-2.787817735E-3,3.260895982E-2
4.829923204E1,1.623958230E0,1.359833404E-2,1.052154601E-1
4.830921004E1,1.643186450E0,3.340186924E-2,1.648202091E-1
4.831918804E1,1.667385101E0,4.588478804E-2,1.991230398E-1
4.832916604E1,1.703788161E0,4.833649844E-2,1.968699992E-1
4.833914404E1,1.723239183E0,3.983819857E-2,1.566129029E-1
4.834912204E1,1.713239074E0,2.277479321E-2,1.028681770E-1
4.835910004E1,1.672331572E0,1.300675049E-2,6.671743095E-2
4.836907804E1,1.618747711E0,1.640494354E-2,5.618969351E-2
4.837905604E1,1.579349041E0,2.639436722E-2,7.879781723E-2
4.838903404E1,1.580283523E0,5.432959273E-2,1.401187032E-1
4.839901204E1,1.614958048E0,8.641211689E-2,2.180061042E-1
4.840899004E1,1.661030173E0,1.173165143E-1,2.768188119E-1
4.841896804E1,1.717030525E0,1.355383098E-1,3.004670739E-1
4.842894604E1,1.778644085E0,1.461044103E-1,2.950941324E-1
4.843892404E1,1.834724784E0,1.381048411E-1,2.690089047E-1
4.844890204E1,1.876920700E0,1.259131581E-1,2.395706177E-1
4.845888004E1,1.897493958E0,1.170270443E-1,2.069407552E-1
4.846885804E1,1.899300575E0,9.118159115E-2,1.686580777E-1
4.847883604E1,1.886883974E0,7.739798725E-2,1.473088861E-1
4.848881404E1,1.866220236E0,7.608797401E-2,1.488330215E-1
4.849879204E1,1.834092140E0,8.078896999E-2,1.545560658E-1
4.850877004E1,1.788733959E0,7.558116317E-2,1.406306624E-1
4.851874804E1,1.751476765E0,7.151953876E-2,1.172953174E-1
4.852872604E1,1.763082504E0,8.133567870E-2,1.246256679E-1
4.853870304E1,1.842920423E0,1.045420840E-1,1.440539509E-1
4.854868104E1,1.960544705E0,1.174405739E-1,1.568752080E-1
4.855865904E1,2.061847925E0,9.894809127E-2,1.365071833E-1
4.856863704E1,2.108974695E0,6.789403409E-2,8.366714418E-2
4.857861504E1,2.099952698E0,9.394540451E-3,1.240965351E-2
4.858859304E1,2.045935154E0,-3.519769385E-2,-4.232762754E-2
4.859857104E1,1.964050055E0,-6.197041646E-2,-5.462167040E-2
4.860854904E1,1.887466073E0,-7.413440943E-2,-6.151552871E-2
4.861852704E1,1.825100780E0,-9.944807738E-2,-8.744964004E-2
4.862850504E1,1.771077752E0,-1.451335400E-1,-1.296714097E-1
4.863848304E1,1.730309486E0,-1.956672370E-1,-1.680262685E-1
4.864846104E1,1.681775570E0,-2.165014148E-1,-1.824488789E-1
4.865843904E1,1.625031352E0,-2.190008312E-1,-1.781808585E-1
4.866841704E1,1.563949585E0,-1.993205994E-1,-1.571538746E-1
4.867839504E1,1.527117133E0,-1.590729356E-1,-1.321624368E-1
4.868837304E1,1.520254731E0,-1.399634182E-1,-1.214477569E-1
4.869835104E1,1.532803178E0,-1.652739793E-1,-1.394022107E-1
4.870832904E1,1.532818556E0,-2.057937086E-1,-1.663533896E-1
4.871830704E1,1.520095706E0,-2.643890977E-1,-1.816943288E-1
4.872828367E1,1.482191682E0,-2.719671130E-1,-1.777310073E-1
4.873826167E1,1.427568197E0,-2.615409791E-1,-1.736425012E-1
4.874823967E1,1.368201852E0,-2.967565060E-1,-1.867055744E-1
4.875821767E1,1.296509385E0,-3.493296206E-1,-2.074018419E-1
4.876819567E1,1.198510051E0,-3.655591905E-1,-2.125734389E-1
4.877817367E1,1.099165678E0,-3.109129965E-1,-1.747365743E-1
4.878815167E1,1.043014765E0,-1.897426546E-1,-1.061857492E-1
4.879812967E1,1.053263664E0,-7.783921808E-2,-4.700359330E-2
4.880810767E1,1.129638314E0,-5.440073833E-2,-3.754803911E-2
4.881808567E1,1.218971014E0,-1.152893454E-1,-6.618878245E-2
4.882806367E1,1.274461389E0,-1.827139109E-1,-9.965272993E-2
4.883804167E1,1.283483505E0,-2.048963308E-1,-1.072159633E-1
4.884801967E1,1.263703465E0,-1.611059755E-1,-8.943829685E-2
4.885799767E1,1.249000311E0,-1.113784611E-1,-5.702066794E-2
4.886797567E1,1.228843689E0,-3.825923800E-2,-2.300331555E-2
4.887795367E1,1.208967805E0,-4.396946169E-3,1.565592829E-3
4.888793167E1,1.192830563E0,-6.331732497E-3,6.476461422E-3
4.889790967E1,1.173075676E0,-5.477055907E-3,6.007296965E-3
4.890788767E1,1.147422552E0,3.488827497E-5,2.077003708E-3
4.891786567E1,1.104688048E0,1.077917963E-2,8.020577952E-4
4.892784367E1,1.054308176E0,3.036353178E-2,1.048531104E-2
4.893782167E1,1.010545611E0,2.702216431E-2,1.359237358E-2
4.894779967E1,9.844055772E-1,1.032600831E-2,1.313936990E-2
4.895777767E1,9.571101665E-1,-2.381079644E-2,4.401917569E-3
4.896775567E1,9.176767468E-1,-4.427532479E-2,-3.952418454E-3
4.897773367E1,8.615169525E-1,-7.157728076E-2,-1.290798001E-2
4.898771167E1,8.228204250E-1,-8.303073794E-2,-1.844469272E-2
4.899768967E1,8.191539049E-1,-1.065081581E-1,-2.120530978E-2
4.900766767E1,8.413585424E-1,-1.849206686E-1,-2.207376622E-2
4.901764567E1,8.804950714E-1,-3.074569702E-1,-2.836040035E-2
4.902762367E1,9.058406353E-1,-4.772377610E-1,-4.189857841E-2
4.903760167E1,8.836542368E-1,-4.879320860E-1,-6.656550616E-2
4.904757967E1,8.778128624E-1,-5.302089453E-1,-9.862570465E-2
4.905755767E1,8.436449766E-1,-6.276118755E-1,-1.364651471E-1
4.906753567E1,7.928880453E-1,-7.643707991E-1,-1.766136289E-1
4.907751367E1,7.391682863E-1,-8.527559042E-1,-2.059094608E-1
4.908749167E1,7.009851933E-1,-8.835833073E-1,-2.172606587E-1
4.909746967E1,7.094528079E-1,-8.597325087E-1,-2.176663578E-1
4.910744767E1,7.733069062E-1,-8.865018487E-1,-2.135373950E-1
4.911742567E1,8.321840763E-1,-1.066198707E0,-2.066758424E-1
4.912740367E1,8.284959197E-1,-1.061116099E0,-2.001801282E-1
4.913738167E1,7.972412109E-1,-1.097719550E0,-2.055032104E-1
4.914735967E1,7.611151338E-1,-9.291388988E-1,-1.799429953E-1
4.915733767E1,7.109959126E-1,-6.817436814E-1,-1.360504031E-1
4.916731567E1,6.544865370E-1,-4.229558408E-1,-8.712548763E-2
4.917729367E1,5.963075161E-1,-1.642550081E-1,-5.164835230E-2
4.918727167E1,5.370724201E-1,2.551864833E-2,-2.673527785E-2
4.919724967E1,4.994538128E-1,3.934451938E-2,-2.278660890E-3
4.920722767E1,4.866349697E-1,1.747197658E-2,1.729131304E-2
4.921720567E1,4.632996321E-1,4.684583284E-3,1.488002110E-2
4.922718367E1,4.353923798E-1,1.417949796E-3,-5.132569466E-3
4.923716167E1,4.056003094E-1,5.559573881E-3,-1.761940494E-2
4.924713967E1,3.927231431E-1,1.306196582E-2,-3.867905587E-3
4.925711767E1,4.063244462E-1,1.034321263E-3,1.710579544E-2
4.926709567E1,4.457173944E-1,7.994305342E-4,2.094367705E-2
4.927707367E1,4.909182191E-1,-2.861756366E-3,8.716907352E-3
4.928705167E1,5.162329078E-1,-6.360617466E-3,-2.912349300E-4
4.929702967E1,5.067158341E-1,-4.947564565E-3,-1.344809961E-2
4.930700767E1,4.684054554E-1,2.083979547E-3,-2.285411768E-2
4.931698567E1,4.186238945E-1,1.032623928E-2,-2.908438444E-2
4.932696367E1,3.680195808E-1,1.658999547E-2,-3.885818273E-2
4.933694167E1,3.243288994E-1,7.294367999E-2,-6.494108588E-2
4.934691967E1,2.701381147E-1,1.647380590E-1,-8.238905668E-2
4.935689767E1,2.152475715E-1,1.978981048E-1,-7.324981689E-2
4.936687567E1,1.583965421E-1,1.324876696E-1,-2.865705080E-2
4.937685367E1,1.053452641E-1,1.037735268E-1,4.162039235E-2
4.938683167E1,6.128725410E-2,1.990715563E-1,1.073461398E-1
4.939680967E1,2.907142416E-2,3.462894559E-1,1.032756194E-1
4.940678767E1,2.951058000E-2,3.270665109E-1,5.992015451E-2
4.941676567E1,5.534951389E-2,2.288272530E-1,4.932563007E-2
4.942674367E1,7.321000844E-2,1.892556101E-1,4.839485511E-2
4.943672167E1,7.442295551E-2,2.502294183E-1,4.329576716E-2
4.944669967E1,7.778599858E-2,3.246826231E-1,2.507175691E-2
4.945667767E1,7.116131485E-2,3.528345227E-1,-4.431294277E-3
4.946665567E1,5.798319355E-2,3.151159286E-1,-2.742316201E-2
4.947663367E1,4.437666759E-2,2.610027194E-1,-4.436795786E-2
4.948661167E1,2.542294934E-2,2.691240311E-1,-5.399208888E-2
4.949658967E1,7.862418890E-3,3.493158221E-1,-3.659782186E-2
4.950656767E1,-1.510576811E-3,3.679006994E-1,-2.175176702E-2
4.951654567E1,3.733187448E-3,2.970118821E-1,-2.613532916E-2
4.952652367E1,1.456133369E-2,1.794674098E-1,-2.671483345E-2
