"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.321713329E1,2.664459229E-2,9.777218170E0,2.814147949E-2
5.322711129E1,1.459465027E-1,9.776469727E0,-2.888992310E-2
5.323708929E1,1.115180969E-1,9.787397003E0,-1.811233521E-2
5.324706729E1,5.807922363E-2,9.799222412E0,7.933502197E-2
5.325704529E1,8.472381592E-2,9.795629883E0,1.924996948E-1
5.326702329E1,7.155120850E-2,9.782756653E0,2.610571289E-1
5.327700129E1,6.436614990E-2,9.776170349E0,3.350033569E-1
5.328697929E1,1.173559570E-1,9.781259766E0,3.519181824E-1
5.329695729E1,9.101074219E-2,9.788594513E0,3.225791931E-1
5.330693529E1,1.134640503E-1,9.802515564E0,2.522254944E-1
5.331691329E1,7.723937988E-2,9.797276459E0,2.227368164E-1
5.332689129E1,9.041198730E-2,9.779164124E0,1.652563477E-1
5.333686929E1,9.610015869E-2,9.766739960E0,1.119671631E-1
5.334684729E1,7.349716187E-2,9.774972839E0,1.448986816E-1
5.335682529E1,1.314266968E-1,9.801168365E0,1.601669312E-1
5.336680329E1,9.864486694E-2,9.802066498E0,1.032852173E-1
5.337678129E1,-1.047821045E-3,9.770631866E0,-8.098159790E-2
5.338675929E1,-1.751358032E-2,9.758507080E0,-1.616638184E-1
5.339673729E1,1.317260742E-2,9.769434357E0,-1.149609375E-1
5.340671529E1,2.484832764E-2,9.800419922E0,-1.031355286E-1
5.341669329E1,1.287322998E-2,9.782606964E0,-1.291813660E-1
5.342667129E1,7.604187012E-2,9.775122528E0,-1.254391479E-1
5.343664929E1,8.008346558E-2,9.794132996E0,7.933502197E-3
5.344662729E1,9.250762939E-2,9.782606964E0,1.190025330E-1
5.345660529E1,9.595046997E-2,9.784702606E0,1.511856079E-1
5.346658329E1,5.194198608E-2,9.781559143E0,1.736389160E-1
5.347656129E1,7.619155884E-2,9.787846069E0,1.496887207E-1
5.348653929E1,8.128097534E-2,9.795031128E0,9.729766846E-2
5.349651729E1,1.110690308E-1,9.789492645E0,6.017486572E-2
5.350649529E1,7.963439941E-2,9.757309570E0,2.200424194E-2
5.351647329E1,6.735992432E-2,9.757908325E0,-6.137237549E-3
5.352645129E1,1.291813660E-1,9.796528015E0,-2.993774414E-2
5.353642929E1,8.846603394E-2,9.803713074E0,-4.340972900E-3
5.354640729E1,1.347198486E-2,9.789941711E0,1.155596924E-1
5.355638529E1,7.484436035E-2,9.773176575E0,1.350192261E-1
5.356636329E1,1.308279419E-1,9.788145447E0,8.951385498E-2
5.357634129E1,1.227447510E-2,9.792336731E0,9.131011963E-2
5.358631929E1,1.670526123E-1,9.782008209E0,7.170089722E-2
5.359629729E1,1.673519897E-1,9.786798248E0,6.915618896E-2
5.360627529E1,1.300794983E-1,9.802665253E0,5.987548828E-3
5.361625329E1,4.700225830E-2,9.804461517E0,6.271957397E-2
5.362623129E1,1.197509766E-2,9.789342957E0,1.658551025E-1
5.363620929E1,6.062393188E-2,9.779912567E0,2.242337036E-1
5.364618729E1,9.789642334E-2,9.793833618E0,1.435514832E-1
5.365616529E1,-3.891906738E-2,9.782606964E0,6.092330933E-2
5.366614329E1,1.410067749E-1,9.770332489E0,1.766326904E-2
5.367612129E1,1.410067749E-1,9.765243073E0,8.936416626E-2
5.368609929E1,1.185534668E-1,9.788444824E0,1.296304321E-1
5.369607729E1,1.055305481E-1,9.805209961E0,1.299298096E-1
5.370605529E1,1.172062683E-1,9.780211945E0,1.109193420E-1
5.371603329E1,1.353186035E-1,9.776020660E0,1.131646729E-1
5.372601092E1,8.128097534E-2,9.772727509E0,2.724334717E-2
5.373598892E1,6.256988525E-2,9.789043579E0,-5.209167480E-2
5.374596692E1,1.005908203E-1,9.803713074E0,-5.613327026E-2
5.375594492E1,1.272354126E-2,9.776020660E0,1.107696533E-2
5.376592292E1,4.685256958E-2,9.764344940E0,-1.698966980E-1
5.377590092E1,8.053253174E-2,9.785151672E0,-2.565664673E-1
5.378587892E1,-5.149291992E-2,9.771529999E0,-2.173480225E-1
5.379585692E1,-1.751358032E-2,9.794432373E0,-2.740800476E-1
5.380583492E1,7.828720093E-2,9.780511322E0,-2.234852600E-1
5.381581292E1,1.061293030E-1,9.772577820E0,-8.217910767E-2
5.382579092E1,-9.220825195E-2,9.770332489E0,-1.734892273E-1
5.383576892E1,-5.538482666E-2,9.785001984E0,-2.477348328E-1
5.384574692E1,1.344204712E-1,9.779164124E0,-2.808160400E-1
5.385572492E1,8.666976929E-2,9.781110077E0,-1.459465027E-1
5.386570292E1,9.265731812E-2,9.784702606E0,6.960525513E-2
5.387568092E1,1.193019104E-1,9.776918793E0,2.857557678E-1
5.388565892E1,3.168910217E-1,9.744136963E0,2.396516418E-1
5.389563692E1,3.607498169E-1,9.760602722E0,1.839674377E-1
5.390561492E1,2.838098145E-1,9.781409454E0,1.969903564E-1
5.391559292E1,2.215393066E-2,9.779014435E0,1.330732727E-1
5.392557092E1,-9.265731812E-2,9.760453033E0,7.948471069E-2
5.393554892E1,2.424957275E-2,9.764045563E0,-7.334747314E-3
5.394552692E1,-4.550537109E-2,9.762698364E0,-2.095642090E-2
5.395550492E1,4.326004028E-2,9.746232605E0,2.604583740E-2
5.396548292E1,2.748284912E-1,9.729916534E0,-4.655319214E-2
5.397546092E1,9.205856323E-2,9.759405212E0,-2.788700867E-1
5.398543892E1,-3.498225403E-1,9.787995758E0,-2.186952209E-1
5.399541692E1,1.836231537E0,9.565708008E0,6.692582703E-1
5.400539492E1,4.445755005E-1,9.723779297E0,2.246827698E-1
5.401537292E1,-1.340612183E0,9.787097626E0,4.221221924E-1
5.402535092E1,3.826043701E-1,9.686357117E0,6.611750793E-1
5.403532892E1,3.516188049E-1,9.703571320E0,6.843768311E-1
5.404530692E1,2.719844055E-1,9.662406921E0,6.512956238E-1
5.405528492E1,1.727407837E-1,9.658964081E0,5.884263611E-1
5.406526292E1,-2.830613708E-1,9.665101318E0,4.370910645E-1
5.407524092E1,-1.734892273E-1,9.658964081E0,2.838098145E-1
5.408521892E1,2.859054565E-2,9.596543884E0,8.366102600E-1
5.409519692E1,3.607498169E-2,9.566007385E0,1.339264984E0
5.410517492E1,-1.691482544E-2,9.593999176E0,1.290017395E0
5.411515292E1,-1.963916016E-1,9.586365051E0,1.018482056E0
5.412513092E1,-1.562750244E-1,9.534872131E0,7.964936829E-1
5.413510892E1,-1.242416382E-2,9.461824036E0,7.313790894E-1
5.414508692E1,2.694396973E-3,9.430688782E0,1.122964783E0
5.415506492E1,-3.682342529E-2,9.395960999E0,1.879192200E0
5.416504292E1,-8.008346558E-2,9.351353760E0,2.614313507E0
5.417502092E1,-2.032772827E-1,9.178762665E0,3.043022003E0
5.418499892E1,-2.248324585E-1,9.276060333E0,3.411555634E0
5.419497692E1,6.417155457E-1,9.433682556E0,3.498225403E0
5.420495492E1,6.647676086E-1,9.344917145E0,3.674858093E0
5.421493292E1,2.028282166E-1,9.310638428E0,3.578757935E0
5.422491092E1,1.372645569E-1,9.269024963E0,3.401227112E0
5.423488892E1,-2.080673218E-1,9.208999786E0,3.160976715E0
5.424486692E1,-3.284170532E-1,9.163793793E0,2.740650787E0
5.425484492E1,-3.019221497E-1,9.163344727E0,2.345622253E0
5.426482292E1,-2.454895020E-1,9.155560913E0,2.017654266E0
5.427480092E1,2.189945984E-1,9.227710876E0,1.931283875E0
5.428477892E1,3.787124634E-1,9.174421692E0,2.756368103E0
5.429475692E1,8.382568359E-2,8.973988495E0,3.902085571E0
5.430473492E1,9.789642334E-2,8.855584717E0,4.485272827E0
5.431471292E1,4.520599365E-1,8.914711761E0,4.656666412E0
5.432469092E1,6.298901367E-1,9.145082703E0,4.649780731E0
5.433466892E1,4.664300537E-1,9.144933014E0,4.523593140E0
5.434464692E1,2.433938599E-1,9.006171570E0,4.371808777E0
5.435462492E1,-7.649093628E-2,8.930279388E0,4.068539429E0
5.436460292E1,-2.245330811E-1,8.879235535E0,3.607947235E0
5.437458092E1,9.175918579E-2,8.867709503E0,3.489094391E0
5.438455892E1,1.613644409E-1,8.836723938E0,3.788322144E0
5.439453692E1,1.992356873E-1,8.844208374E0,3.679049377E0
5.440451492E1,5.252577209E-1,8.876690826E0,4.099524994E0
5.441449292E1,6.005511475E-1,8.787176971E0,4.406386871E0
5.442447092E1,6.810836792E-1,8.761879578E0,4.062402191E0
5.443444892E1,5.185217285E-1,8.684939575E0,4.029021606E0
5.444442692E1,-2.832110596E-1,8.406967621E0,4.385430450E0
5.445440492E1,-7.878117371E-1,8.186176758E0,4.517455902E0
5.446438292E1,-9.620494080E-1,8.110883331E0,4.515959015E0
5.447436092E1,-9.181906128E-1,8.164322205E0,4.822820892E0
5.448433892E1,-7.023394775E-1,8.234526215E0,5.356311493E0
5.449431692E1,-5.004093933E-1,8.165070648E0,5.574108582E0
5.450429492E1,-2.165995789E-1,8.181237030E0,5.472619629E0
5.451427292E1,-1.916015625E-2,8.194110260E0,5.078040161E0
5.452425092E1,-1.532812500E-1,8.093968506E0,4.951403503E0
5.453422892E1,-6.506968689E-1,7.920479279E0,5.004542999E0
5.454420692E1,-8.454418945E-1,7.896080017E0,5.012775879E0
5.455418492E1,-2.266287231E-1,8.020471344E0,5.061873779E0
5.456416292E1,3.038681030E-1,7.938890991E0,5.857169952E0
5.457414092E1,3.209326172E-1,7.920479279E0,6.128555603E0
5.458411892E1,-1.347198486E-2,7.802973633E0,5.439987488E0
5.459409692E1,-8.869056702E-1,7.492519226E0,5.308411102E0
5.460407492E1,-7.699987793E-1,7.590864716E0,5.375920715E0
5.461405292E1,2.015408936E0,8.046068115E0,5.833369446E0
5.462403092E1,6.647676086E-1,7.548652496E0,5.859714661E0
5.463400892E1,2.290237427E-1,7.328759766E0,7.125332794E0
5.464398692E1,7.283853149E-1,7.308402100E0,6.834786987E0
5.465396492E1,6.083349609E-1,7.236401825E0,6.815626831E0
5.466394292E1,3.757186890E-1,7.159611511E0,6.947652283E0
5.467392092E1,2.936892700E-1,7.113058319E0,6.715185699E0
5.468389892E1,2.321672058E-1,7.086862793E0,6.584657135E0
5.469387692E1,3.257226562E-1,7.038812714E0,6.450536041E0
5.470385492E1,5.390290833E-1,6.988068237E0,6.437962189E0
5.471383292E1,5.533992004E-1,6.925947418E0,6.426436157E0
5.472381092E1,3.838018799E-1,6.842421112E0,6.646029510E0
5.473378883E1,2.796185303E-1,6.744824066E0,6.957232361E0
5.474376683E1,2.556683350E-1,6.664291534E0,7.075785828E0
5.475374483E1,2.365081787E-1,6.589896240E0,7.188800812E0
5.476372283E1,-1.796264648E-3,6.525829468E0,7.340884552E0
5.477370083E1,-3.941304016E-1,6.507717133E0,7.439679108E0
5.478367883E1,-4.405339050E-1,6.458768921E0,7.281757507E0
5.479365683E1,-4.596940613E-1,6.341263275E0,7.106172638E0
5.480363483E1,-6.312373352E-1,6.297853546E0,6.885830841E0
5.481361283E1,-4.087998962E-1,6.189778290E0,6.959777069E0
5.482359083E1,5.313949585E-2,6.061495056E0,7.486082611E0
5.483356883E1,2.926414490E-1,5.925428009E0,7.916587372E0
5.484354683E1,3.866459656E-1,5.809718628E0,8.105045471E0
5.485352483E1,2.600093079E-1,5.721551971E0,8.014783173E0
5.486350283E1,4.430786133E-2,5.681585083E0,7.795788574E0
5.487348083E1,-4.909790039E-2,5.616620178E0,7.686665497E0
5.488345883E1,9.071136475E-2,5.508544922E0,7.815098419E0
5.489343683E1,2.755769348E-1,5.381908264E0,8.103249207E0
5.490341483E1,1.543290710E-1,5.278024292E0,8.497529297E0
5.491339283E1,3.293151855E-2,5.188510437E0,8.727151794E0
5.492337083E1,1.945953369E-2,5.129682770E0,8.865314484E0
5.493334883E1,9.879455566E-2,5.055137787E0,8.782985687E0
5.494332683E1,6.242019653E-2,4.996609497E0,8.593629456E0
5.495330483E1,-8.681945801E-3,4.931794281E0,8.353079681E0
5.496328283E1,-8.532257080E-3,4.834047546E0,8.254135437E0
5.497326083E1,1.088237000E-1,4.752616882E0,8.264014893E0
5.498323883E1,1.724414062E-1,4.661755829E0,8.182135162E0
5.499321683E1,1.863624573E-1,4.566853180E0,7.984546051E0
5.500319483E1,2.448907471E-1,4.450545044E0,7.912246399E0
5.501317283E1,2.427951050E-1,4.311783600E0,7.876021729E0
5.502315083E1,1.291813660E-1,4.182153168E0,8.318052521E0
5.503312883E1,2.282752991E-1,4.053121490E0,9.002279663E0
5.504310683E1,2.556683350E-1,3.917353821E0,9.669442291E0
5.505308483E1,3.826043701E-1,3.817361755E0,9.980046387E0
5.506306283E1,3.634442139E-1,3.725602570E0,9.800419922E0
5.507304083E1,-1.517843628E-1,3.687431946E0,9.525591431E0
5.508301883E1,-6.692582703E-1,3.675307159E0,9.423803101E0
5.509299683E1,-1.389111328E-1,3.545227661E0,9.396260376E0
5.510297483E1,2.740800476E-1,3.456611938E0,9.633217621E0
5.511295283E1,3.382965088E-1,3.403622131E0,9.943971405E0
5.512293083E1,2.254312134E-1,3.324436798E0,9.630523224E0
5.513290883E1,6.227050781E-2,3.242108002E0,9.108558655E0
5.514288683E1,7.095245361E-2,3.186573486E0,8.833730164E0
5.515286483E1,1.796264648E-1,3.121009827E0,8.937314758E0
5.516284283E1,2.647993469E-1,3.004102936E0,9.508077850E0
5.517282083E1,3.370989990E-1,2.872227173E0,9.953252106E0
5.518279883E1,4.517605591E-1,2.782563629E0,1.003992188E1
5.519277683E1,3.225791931E-1,2.736459503E0,9.921817474E0
5.520275483E1,-4.490661621E-4,2.710563354E0,9.861343231E0
5.521273283E1,-2.029779053E-1,2.692451019E0,9.788893890E0
5.522271083E1,-1.889071655E-1,2.653531952E0,9.579329681E0
5.523268883E1,-1.541793823E-2,2.580334167E0,9.459129639E0
5.524266683E1,1.571731567E-1,2.486329651E0,9.398356018E0
5.525264483E1,2.103126526E-1,2.411185913E0,9.318422241E0
5.526262283E1,1.877096558E-1,2.357597351E0,9.158105621E0
5.527260083E1,-1.257385254E-2,2.322570190E0,9.094787292E0
5.528257883E1,-1.324745178E-1,2.243684235E0,9.132808228E0
5.529255683E1,6.631210327E-2,2.119442596E0,9.231752472E0
5.530253483E1,1.317260742E-1,2.038460999E0,9.284891968E0
5.531251283E1,2.574645996E-2,1.957778778E0,9.303153992E0
5.532249083E1,-2.523751831E-1,1.817370758E0,9.459129639E0
5.533246883E1,-2.794688416E-1,1.771865387E0,9.362879791E0
5.534244683E1,-1.652563477E-1,1.700912933E0,9.236542511E0
5.535242483E1,1.282832336E-1,1.570084991E0,9.302405548E0
5.536240283E1,4.005670166E-1,1.477577362E0,9.578581238E0
5.537238083E1,5.459147644E-1,1.396296387E0,9.864786072E0
5.538235883E1,4.095483398E-1,1.312620392E0,1.014530273E1
5.539233683E1,2.356100464E-1,1.207389221E0,1.044138702E1
5.540231483E1,1.434017944E-1,1.111139374E0,1.062640228E1
5.541229283E1,1.480421448E-1,1.061143341E0,1.052910461E1
5.542227083E1,1.026864624E-1,9.978250122E-1,1.040022263E1
5.543224883E1,1.279838562E-1,9.190887451E-1,1.055589890E1
5.544222783E1,1.561253357E-1,8.672964478E-1,1.055305481E1
5.545220583E1,1.585203552E-1,8.184979248E-1,1.055110886E1
5.546218283E1,1.263372803E-1,7.997868347E-1,1.051593201E1
5.547216183E1,3.697311401E-2,7.888595581E-1,1.052401520E1
5.548213983E1,3.128494263E-2,7.337741089E-1,1.025831772E1
5.549211783E1,8.038284302E-2,6.893165588E-1,9.896220703E0
5.550209583E1,5.822891235E-2,6.480024719E-1,9.698631592E0
5.551207383E1,9.385482788E-2,6.420149231E-1,9.944121094E0
5.552205183E1,1.296304321E-1,6.503974915E-1,1.012165192E1
5.553202983E1,9.774673462E-2,6.200106812E-1,9.940528564E0
5.554200783E1,-1.748364258E-1,5.501060486E-1,9.587113495E0
5.555198583E1,-3.742218018E-1,5.230123901E-1,9.389674072E0
5.556196383E1,-2.890489197E-1,4.698728943E-1,9.309291229E0
5.557194183E1,-3.562591553E-2,3.649411011E-1,9.471104736E0
5.558191983E1,3.285667419E-1,3.439846802E-1,9.705966339E0
5.559189783E1,3.854484558E-1,3.827540588E-1,1.001043320E1
5.560187583E1,3.333567810E-1,4.248165894E-1,1.035157379E1
5.561185383E1,2.734812927E-1,2.761756897E-1,1.077968353E1
5.562183183E1,4.510121155E-1,2.715353394E-1,1.062490540E1
5.563180983E1,4.547543335E-1,2.844085693E-1,1.042417282E1
5.564178783E1,3.942800903E-1,2.552192688E-1,1.052191956E1
5.565176583E1,2.857557678E-1,1.977388000E-1,1.044438080E1
5.566174383E1,1.824705505E-1,2.095642090E-1,1.025637177E1
5.567172183E1,1.788780212E-1,2.073188782E-1,1.003887405E1
5.568169983E1,1.092727661E-1,2.357597351E-1,9.839638367E0
5.569167783E1,9.041198730E-2,2.411485291E-1,9.801018677E0
5.570165583E1,2.022294617E-1,2.282752991E-1,9.657916260E0
5.571163383E1,2.044747925E-1,2.140548706E-1,9.564660187E0
5.572161183E1,1.067280579E-1,2.125579834E-1,9.597741394E0
5.573158967E1,1.119671631E-1,2.074685669E-1,9.624685364E0
5.574156767E1,1.730401611E-1,1.541793823E-1,9.592801666E0
5.575154567E1,-7.439529419E-2,8.741821289E-2,9.497899017E0
5.576152367E1,-9.909393311E-2,1.691482544E-1,9.494456177E0
5.577150167E1,3.153941345E-1,1.321751404E-1,1.142409348E1
5.578147967E1,2.073188782E-1,2.158511353E-1,1.038615189E1
5.579145767E1,7.125183105E-2,1.417552185E-1,9.524094543E0
5.580143567E1,1.492396545E-1,1.299298096E-1,9.956994324E0
5.581141367E1,1.166075134E-1,1.411564636E-1,9.845925293E0
5.582139167E1,1.113684082E-1,1.474433899E-1,9.878557434E0
5.583136967E1,1.300794983E-1,1.457968140E-1,9.857151947E0
5.584134767E1,1.266366577E-1,1.275347900E-1,9.799821167E0
5.585132567E1,1.311273193E-1,1.333726501E-1,9.780960388E0
5.586130367E1,1.278341675E-1,1.279838562E-1,9.802066498E0
5.587128167E1,1.164578247E-1,1.456471252E-1,9.837093658E0
5.588125967E1,1.194515991E-1,1.368154907E-1,9.823621674E0
5.589123767E1,1.279838562E-1,1.273851013E-1,9.810898132E0
5.590121567E1,1.320254517E-1,1.273851013E-1,9.812245331E0
5.591119367E1,1.218466187E-1,1.281335449E-1,9.850266266E0
5.592117167E1,1.868115234E-1,1.401086426E-1,9.841434631E0
5.593114967E1,3.188369751E-1,1.011895752E-1,9.827962646E0
5.594112767E1,2.119592285E-1,9.535171509E-2,9.816586304E0
5.595110567E1,-5.089416504E-3,1.451980591E-1,9.823771362E0
5.596108367E1,-2.739303589E-2,1.688488770E-1,9.815688171E0
5.597106167E1,2.933898926E-2,1.603166199E-1,9.801168365E0
5.598103967E1,1.193019104E-1,1.386117554E-1,9.839039612E0
5.599101767E1,1.239422607E-1,1.411564636E-1,9.850415955E0
5.600099567E1,1.266366577E-1,1.290316772E-1,9.820029144E0
5.601097367E1,1.315763855E-1,1.401086426E-1,9.792486420E0
5.602095167E1,1.311273193E-1,1.568737793E-1,9.801767120E0
5.603092967E1,1.359173584E-1,1.248403931E-1,9.841584320E0
5.604090767E1,1.410067749E-1,1.317260742E-1,9.828112335E0
5.605088567E1,1.311273193E-1,1.306782532E-1,9.840536499E0
5.606086367E1,1.350192261E-1,1.257385254E-1,9.848919067E0
5.607084167E1,1.311273193E-1,1.243913269E-1,9.861193542E0
5.608081967E1,1.294807434E-1,1.133143616E-1,9.851014709E0
5.609079767E1,1.233435059E-1,1.405577087E-1,9.847422180E0
5.610077567E1,1.384620667E-1,1.260379028E-1,9.825717316E0
5.611075367E1,1.317260742E-1,1.243913269E-1,9.861941986E0
5.612073167E1,9.864486694E-2,1.519340515E-1,9.800419922E0
5.613070967E1,1.434017944E-1,1.061293030E-1,9.866881714E0
5.614068767E1,1.345701599E-1,1.187031555E-1,9.789492645E0
5.615066567E1,1.270857239E-1,1.419049072E-1,9.792486420E0
5.616064367E1,1.296304321E-1,1.167572021E-1,9.791887665E0
5.617062167E1,1.089733887E-1,1.225950623E-1,9.853559418E0
5.618059967E1,1.945953369E-1,1.109193420E-1,1.012689102E1
5.619057767E1,7.454498291E-2,1.543290710E-1,9.531578979E0
5.620055567E1,1.520837402E-1,1.176553345E-1,9.873168640E0
5.621053367E1,1.511856079E-1,1.046324158E-1,9.913584595E0
5.622051167E1,8.981323242E-2,1.308279419E-1,9.716444550E0
5.623048967E1,1.091230774E-1,1.252894592E-1,9.824220428E0
5.624046767E1,9.699829102E-2,1.472937012E-1,9.726473694E0
5.625044567E1,1.661544800E-1,1.308279419E-1,9.937235413E0
5.626042367E1,1.169068909E-1,1.279838562E-1,9.746831360E0
5.627040167E1,1.281335449E-1,1.428030396E-1,9.795779572E0
5.628037967E1,9.160949707E-2,1.401086426E-1,9.746232605E0
5.629035767E1,1.517843628E-1,1.190025330E-1,9.978100433E0
5.630033567E1,1.315763855E-1,1.314266968E-1,9.877060547E0
5.631031467E1,1.199006653E-1,1.187031555E-1,9.760303345E0
5.632029267E1,1.401086426E-1,1.110690308E-1,9.831704865E0
5.633027067E1,1.457968140E-1,1.140628052E-1,9.883048096E0
5.634024867E1,1.240919495E-1,1.263372803E-1,9.840386810E0
5.635022667E1,1.127156067E-1,1.224453735E-1,9.802814941E0
5.636020467E1,1.202000427E-1,1.251397705E-1,9.797426147E0
5.637018267E1,1.347198486E-1,1.119671631E-1,9.833800507E0
5.638016067E1,1.374142456E-1,1.231938171E-1,9.832902374E0
5.639013867E1,1.237925720E-1,1.264869690E-1,9.833950195E0
5.640011667E1,1.408570862E-1,1.193019104E-1,9.816436615E0
5.641009467E1,1.332229614E-1,1.249900818E-1,9.818532257E0
5.642007267E1,1.290316772E-1,1.122665405E-1,9.831555176E0
5.643005067E1,1.264869690E-1,1.187031555E-1,9.840536499E0
5.644002867E1,1.320254517E-1,1.175056458E-1,9.815837860E0
5.645000667E1,1.285826111E-1,1.178050232E-1,9.840536499E0
5.645998467E1,1.281335449E-1,1.157093811E-1,9.839488678E0
5.646996267E1,1.410067749E-1,1.216969299E-1,9.826765137E0
5.647994067E1,1.416055298E-1,1.272354126E-1,9.824819183E0
5.648991867E1,1.273851013E-1,1.216969299E-1,9.818532257E0
5.649989667E1,1.272354126E-1,1.109193420E-1,9.835297394E0
5.650987467E1,1.240919495E-1,1.284329224E-1,9.829758911E0
5.651985267E1,1.272354126E-1,1.254391479E-1,9.811945953E0
5.652983067E1,1.294807434E-1,1.190025330E-1,9.810000000E0
5.653980867E1,1.309776306E-1,1.169068909E-1,9.823172607E0
5.654978667E1,1.261875916E-1,1.210981750E-1,9.837842102E0
5.655976467E1,1.315763855E-1,1.206491089E-1,9.822873230E0
5.656974267E1,1.234931946E-1,1.142124939E-1,9.804461517E0
5.657972067E1,1.300794983E-1,1.327738953E-1,9.824968872E0
5.658969867E1,1.357676697E-1,1.294807434E-1,9.833950195E0
5.659967667E1,1.327738953E-1,1.219963074E-1,9.832602997E0
5.660965467E1,1.386117554E-1,1.157093811E-1,9.824819183E0
5.661963267E1,1.371148682E-1,1.260379028E-1,9.821076965E0
5.662961067E1,1.266366577E-1,1.272354126E-1,9.834848328E0
5.663958867E1,1.387614441E-1,1.258882141E-1,9.827663269E0
5.664956667E1,1.266366577E-1,1.204994202E-1,9.824370117E0
5.665954467E1,1.264869690E-1,1.115180969E-1,9.842931519E0
5.666952267E1,1.236428833E-1,1.176553345E-1,9.844278717E0
5.667950067E1,1.392105103E-1,1.339714050E-1,9.811197510E0
5.668947867E1,1.317260742E-1,1.237925720E-1,9.811197510E0
5.669945667E1,1.326242065E-1,1.157093811E-1,9.843530273E0
5.670943467E1,1.284329224E-1,1.070274353E-1,9.843230896E0
5.671941267E1,1.218466187E-1,1.318757629E-1,9.824070740E0
5.672939083E1,1.231938171E-1,1.245410156E-1,9.801916809E0
5.673936883E1,1.450483704E-1,1.125659180E-1,9.820627899E0
5.674934683E1,1.356179810E-1,1.239422607E-1,9.848619690E0
5.675932483E1,1.276844788E-1,1.164578247E-1,9.830657043E0
5.676930283E1,1.196012878E-1,1.288819885E-1,9.808802490E0
5.677928083E1,1.317260742E-1,1.263372803E-1,9.813293152E0
5.678925883E1,1.260379028E-1,1.204994202E-1,9.833052063E0
5.679923683E1,1.305285645E-1,1.233435059E-1,9.834399261E0
5.680921483E1,1.312770081E-1,1.315763855E-1,9.802515564E0
5.681919383E1,1.285826111E-1,1.254391479E-1,9.817035370E0
5.682917183E1,1.278341675E-1,1.170565796E-1,9.841434631E0
5.683914983E1,1.248403931E-1,1.149609375E-1,9.835596771E0
5.684912783E1,1.339714050E-1,1.209484863E-1,9.809401245E0
5.685910583E1,1.342707825E-1,1.242416382E-1,9.802665253E0
5.686908383E1,1.276844788E-1,1.071771240E-1,9.842632141E0
5.687906183E1,1.130149841E-1,1.231938171E-1,9.850415955E0
5.688903983E1,1.297801208E-1,1.199006653E-1,9.815688171E0
5.689901783E1,1.321751404E-1,1.302291870E-1,9.813891907E0
5.690899583E1,1.356179810E-1,1.228944397E-1,9.800569611E0
5.691897383E1,1.308279419E-1,1.140628052E-1,9.834698639E0
5.692895183E1,1.293310547E-1,1.109193420E-1,9.859397278E0
5.693892983E1,1.240919495E-1,1.112187195E-1,9.818232880E0
5.694890783E1,1.344204712E-1,1.196012878E-1,9.802814941E0
5.695888583E1,1.374142456E-1,1.076261902E-1,9.836943970E0
5.696886383E1,1.348695374E-1,1.169068909E-1,9.830806732E0
5.697884183E1,1.248403931E-1,1.134640503E-1,9.834698639E0
5.698881983E1,1.175056458E-1,1.347198486E-1,9.814640350E0
5.699879783E1,1.365161133E-1,1.293310547E-1,9.828112335E0
5.700877583E1,1.471440125E-1,1.163081360E-1,9.823621674E0
5.701875383E1,1.408570862E-1,1.077758789E-1,9.829160156E0
5.702873183E1,1.258882141E-1,1.061293030E-1,9.841135254E0
5.703870983E1,1.209484863E-1,1.224453735E-1,9.831704865E0
5.704868783E1,1.339714050E-1,1.396595764E-1,9.820328522E0
5.705866583E1,1.344204712E-1,1.231938171E-1,9.804012451E0
5.706864383E1,1.326242065E-1,1.197509766E-1,9.816286926E0
5.707862183E1,1.374142456E-1,1.121168518E-1,9.849068756E0
5.708859983E1,1.098715210E-1,1.249900818E-1,9.848470001E0
5.709857783E1,1.243913269E-1,1.282832336E-1,9.821076965E0
5.710855583E1,1.460961914E-1,1.112187195E-1,9.804461517E0
5.711853383E1,1.321751404E-1,1.133143616E-1,9.815837860E0
5.712851183E1,1.333726501E-1,1.083746338E-1,9.846074982E0
5.713848983E1,1.339714050E-1,1.206491089E-1,9.828262024E0
5.714846783E1,1.210981750E-1,1.284329224E-1,9.826615448E0
5.715844583E1,1.266366577E-1,1.282832336E-1,9.816586304E0
5.716842383E1,1.318757629E-1,1.074765015E-1,9.819879456E0
5.717840183E1,1.282832336E-1,1.163081360E-1,9.814340973E0
5.718837983E1,1.309776306E-1,1.300794983E-1,9.843979340E0
5.719835783E1,1.311273193E-1,1.354682922E-1,9.849966888E0
5.720833583E1,1.260379028E-1,1.260379028E-1,9.833201752E0
5.721831383E1,1.234931946E-1,1.176553345E-1,9.816286926E0
5.722829183E1,1.378633118E-1,1.276844788E-1,9.812694397E0
5.723826983E1,1.333726501E-1,1.281335449E-1,9.807754669E0
5.724824783E1,1.200503540E-1,1.172062683E-1,9.842033386E0
5.725822583E1,1.287322998E-1,1.197509766E-1,9.843380585E0
5.726820383E1,1.422042847E-1,1.267863464E-1,9.829459534E0
5.727818183E1,1.402583313E-1,1.166075134E-1,9.796977081E0
5.728815983E1,1.395098877E-1,1.212478638E-1,9.803713074E0
5.729813783E1,1.164578247E-1,1.091230774E-1,9.851763153E0
5.730811583E1,1.207987976E-1,1.200503540E-1,9.847871246E0
